Date,GPRD,GPRD_MA7
2022-01-01 00:00:00-0500,"63,10","72,33"
2022-01-02 00:00:00-0500,"37,86","71,49"
2022-01-03 00:00:00-0500,"52,34","67,70"
2022-01-04 00:00:00-0500,"88,96","72,00"
2022-01-05 00:00:00-0500,"96,48","80,37"
2022-01-06 00:00:00-0500,"70,01","69,34"
2022-01-07 00:00:00-0500,"118,96","75,39"
2022-01-08 00:00:00-0500,"38,28","71,84"
2022-01-09 00:00:00-0500,"63,70","75,53"
2022-01-10 00:00:00-0500,"130,01","86,63"
2022-01-11 00:00:00-0500,"188,91","100,91"
2022-01-12 00:00:00-0500,"78,21","98,30"
2022-01-13 00:00:00-0500,"170,65","112,67"
2022-01-14 00:00:00-0500,"133,57","114,76"
2022-01-15 00:00:00-0500,"71,06","119,44"
2022-01-16 00:00:00-0500,"46,01","116,92"
2022-01-17 00:00:00-0500,"109,27","113,95"
2022-01-18 00:00:00-0500,"138,82","106,80"
2022-01-19 00:00:00-0500,"153,56","117,56"
2022-01-20 00:00:00-0500,"136,37","112,67"
2022-01-21 00:00:00-0500,"185,75","120,12"
2022-01-22 00:00:00-0500,"145,81","130,80"
2022-01-23 00:00:00-0500,"106,86","139,49"
2022-01-24 00:00:00-0500,"185,80","150,43"
2022-01-25 00:00:00-0500,"291,58","172,25"
2022-01-26 00:00:00-0500,"260,34","187,50"
2022-01-27 00:00:00-0500,"265,01","205,88"
2022-01-28 00:00:00-0500,"182,23","205,38"
2022-01-29 00:00:00-0500,"217,44","215,61"
2022-01-30 00:00:00-0500,"63,53","209,42"
2022-01-31 00:00:00-0500,"142,99","203,30"
2022-02-01 00:00:00-0500,"190,59","188,87"
2022-02-02 00:00:00-0500,"250,32","187,44"
2022-02-03 00:00:00-0500,"176,29","174,77"
2022-02-04 00:00:00-0500,"92,57","161,96"
2022-02-05 00:00:00-0500,"47,57","137,69"
2022-02-06 00:00:00-0500,"78,25","139,80"
2022-02-07 00:00:00-0500,"195,15","147,25"
2022-02-08 00:00:00-0500,"158,39","142,65"
2022-02-09 00:00:00-0500,"117,18","123,63"
2022-02-10 00:00:00-0500,"108,54","113,95"
2022-02-11 00:00:00-0500,"179,28","126,34"
2022-02-12 00:00:00-0500,"131,99","138,40"
2022-02-13 00:00:00-0500,"118,00","144,08"
2022-02-14 00:00:00-0500,"191,89","143,61"
2022-02-15 00:00:00-0500,"229,06","153,70"
2022-02-16 00:00:00-0500,"223,47","168,89"
2022-02-17 00:00:00-0500,"228,45","186,02"
2022-02-18 00:00:00-0500,"226,35","192,74"
2022-02-19 00:00:00-0500,"140,16","193,91"
2022-02-20 00:00:00-0500,"83,28","188,95"
2022-02-21 00:00:00-0500,"152,37","183,31"
2022-02-22 00:00:00-0500,"279,43","190,50"
2022-02-23 00:00:00-0500,"431,02","220,15"
2022-02-24 00:00:00-0500,"370,70","240,47"
2022-02-25 00:00:00-0500,"515,89","281,84"
2022-02-26 00:00:00-0500,"398,59","318,76"
2022-02-27 00:00:00-0500,"202,09","335,73"
2022-02-28 00:00:00-0500,"452,62","378,62"
2022-03-01 00:00:00-0500,"540,83","415,96"
2022-03-02 00:00:00-0500,"523,52","429,18"
2022-03-03 00:00:00-0500,"436,82","438,62"
2022-03-04 00:00:00-0500,"350,07","414,94"
2022-03-05 00:00:00-0500,"322,36","404,05"
2022-03-06 00:00:00-0500,"197,62","403,41"
2022-03-07 00:00:00-0500,"362,31","390,51"
2022-03-08 00:00:00-0500,"352,11","363,55"
2022-03-09 00:00:00-0500,"295,31","330,94"
2022-03-10 00:00:00-0500,"352,40","318,88"
2022-03-11 00:00:00-0500,"410,33","327,49"
2022-03-12 00:00:00-0500,"298,71","324,11"
2022-03-13 00:00:00-0500,"181,01","321,74"
2022-03-14 00:00:00-0500,"350,11","320,00"
2022-03-15 00:00:00-0500,"311,88","314,25"
2022-03-16 00:00:00-0500,"473,22","339,67"
2022-03-17 00:00:00-0500,"290,33","330,80"
2022-03-18 00:00:00-0500,"285,32","312,94"
2022-03-19 00:00:00-0500,"175,89","295,39"
2022-03-20 00:00:00-0500,"130,76","288,21"
2022-03-21 00:00:00-0500,"227,74","270,73"
2022-03-22 00:00:00-0500,"244,84","261,16"
2022-03-23 00:00:00-0500,"267,47","231,76"
2022-03-24 00:00:00-0500,"317,01","235,58"
2022-03-25 00:00:00-0500,"350,74","244,92"
2022-03-26 00:00:00-0500,"275,09","259,09"
2022-03-27 00:00:00-0500,"189,29","267,46"
2022-03-28 00:00:00-0500,"281,92","275,20"
2022-03-29 00:00:00-0500,"233,36","273,56"
2022-03-30 00:00:00-0500,"233,51","268,70"
2022-03-31 00:00:00-0500,"254,81","259,82"
2022-04-01 00:00:00-0500,"188,16","236,59"
2022-04-02 00:00:00-0500,"188,16","224,17"
2022-04-03 00:00:00-0500,"239,78","231,39"
2022-04-04 00:00:00-0500,"163,02","214,40"
2022-04-05 00:00:00-0500,"212,42","211,41"
2022-04-06 00:00:00-0500,"175,75","203,16"
2022-04-07 00:00:00-0500,"243,42","201,53"
2022-04-08 00:00:00-0500,"219,48","206,00"
2022-04-09 00:00:00-0500,"178,67","204,65"
2022-04-10 00:00:00-0500,"148,98","191,67"
2022-04-11 00:00:00-0500,"195,23","196,28"
2022-04-12 00:00:00-0500,"226,25","198,25"
2022-04-13 00:00:00-0500,"258,88","210,13"
2022-04-14 00:00:00-0500,"265,66","213,30"
2022-04-15 00:00:00-0500,"168,44","206,01"
2022-04-16 00:00:00-0500,"166,67","204,30"
2022-04-17 00:00:00-0500,"151,43","204,65"
2022-04-18 00:00:00-0500,"218,63","207,99"
2022-04-19 00:00:00-0500,"213,52","206,17"
2022-04-20 00:00:00-0500,"189,61","196,28"
2022-04-21 00:00:00-0500,"128,26","176,65"
2022-04-22 00:00:00-0500,"246,80","187,85"
2022-04-23 00:00:00-0500,"134,42","183,24"
2022-04-24 00:00:00-0500,"50,45","168,81"
2022-04-25 00:00:00-0500,"246,90","172,85"
2022-04-26 00:00:00-0500,"160,54","165,28"
2022-04-27 00:00:00-0500,"186,70","164,87"
2022-04-28 00:00:00-0500,"176,38","171,74"
2022-04-29 00:00:00-0500,"148,94","157,76"
2022-04-30 00:00:00-0500,"168,44","162,62"
2022-05-01 00:00:00-0500,"66,92","164,97"
2022-05-02 00:00:00-0500,"96,67","143,51"
2022-05-03 00:00:00-0500,"157,47","143,07"
2022-05-04 00:00:00-0500,"163,45","139,75"
2022-05-05 00:00:00-0500,"144,70","135,23"
2022-05-06 00:00:00-0500,"174,07","138,82"
2022-05-07 00:00:00-0500,"97,72","128,71"
2022-05-08 00:00:00-0500,"98,48","133,22"
2022-05-09 00:00:00-0500,"150,87","140,97"
2022-05-10 00:00:00-0500,"143,25","138,93"
2022-05-11 00:00:00-0500,"176,38","140,78"
2022-05-12 00:00:00-0500,"158,26","142,72"
2022-05-13 00:00:00-0500,"162,08","141,00"
2022-05-14 00:00:00-0500,"83,80","139,02"
2022-05-15 00:00:00-0500,"77,84","136,07"
2022-05-16 00:00:00-0500,"168,75","138,62"
2022-05-17 00:00:00-0500,"174,62","143,11"
2022-05-18 00:00:00-0500,"165,90","141,61"
2022-05-19 00:00:00-0500,"162,38","142,20"
2022-05-20 00:00:00-0500,"140,96","139,18"
2022-05-21 00:00:00-0500,"124,22","144,95"
2022-05-22 00:00:00-0500,"75,10","144,56"
2022-05-23 00:00:00-0500,"150,31","141,93"
2022-05-24 00:00:00-0500,"222,36","148,75"
2022-05-25 00:00:00-0500,"155,10","147,20"
2022-05-26 00:00:00-0500,"134,57","143,23"
2022-05-27 00:00:00-0500,"155,52","145,31"
2022-05-28 00:00:00-0500,"118,48","144,49"
2022-05-29 00:00:00-0500,"76,05","144,63"
2022-05-30 00:00:00-0500,"115,82","139,70"
2022-05-31 00:00:00-0500,"190,31","135,12"
2022-06-01 00:00:00-0500,"168,34","137,01"
2022-06-02 00:00:00-0500,"142,59","138,16"
2022-06-03 00:00:00-0500,"142,78","136,34"
2022-06-04 00:00:00-0500,"102,87","134,11"
2022-06-05 00:00:00-0500,"70,29","133,29"
2022-06-06 00:00:00-0500,"190,13","143,90"
2022-06-07 00:00:00-0500,"139,03","136,58"
2022-06-08 00:00:00-0500,"152,37","134,30"
2022-06-09 00:00:00-0500,"115,55","130,43"
2022-06-10 00:00:00-0500,"94,35","123,51"
2022-06-11 00:00:00-0500,"103,96","123,67"
2022-06-12 00:00:00-0500,"83,74","125,59"
2022-06-13 00:00:00-0500,"147,23","119,46"
2022-06-14 00:00:00-0500,"136,37","119,08"
2022-06-15 00:00:00-0500,"110,05","113,04"
2022-06-16 00:00:00-0500,"132,28","115,43"
2022-06-17 00:00:00-0500,"114,05","118,24"
2022-06-18 00:00:00-0500,"98,12","117,40"
2022-06-19 00:00:00-0500,"56,46","113,51"
2022-06-20 00:00:00-0500,"115,72","109,01"
2022-06-21 00:00:00-0500,"116,77","106,21"
2022-06-22 00:00:00-0500,"121,32","107,82"
2022-06-23 00:00:00-0500,"143,56","109,43"
2022-06-24 00:00:00-0500,"149,36","114,47"
2022-06-25 00:00:00-0500,"123,24","118,06"
2022-06-26 00:00:00-0500,"75,86","120,83"
2022-06-27 00:00:00-0500,"132,00","123,16"
2022-06-28 00:00:00-0500,"200,76","135,16"
2022-06-29 00:00:00-0500,"181,89","143,81"
2022-06-30 00:00:00-0500,"173,21","148,04"
2022-07-01 00:00:00-0500,"119,08","143,72"
2022-07-02 00:00:00-0500,"60,23","134,72"
2022-07-03 00:00:00-0500,"30,21","128,20"
2022-07-04 00:00:00-0500,"80,44","120,83"
2022-07-05 00:00:00-0500,"109,65","107,81"
2022-07-06 00:00:00-0500,"138,99","101,69"
2022-07-07 00:00:00-0500,"88,63","89,60"
2022-07-08 00:00:00-0500,"110,42","88,37"
2022-07-09 00:00:00-0500,"70,48","89,83"
2022-07-10 00:00:00-0500,"38,52","91,02"
2022-07-11 00:00:00-0500,"112,85","95,65"
2022-07-12 00:00:00-0500,"113,64","96,22"
2022-07-13 00:00:00-0500,"182,87","102,49"
2022-07-14 00:00:00-0500,"165,35","113,45"
2022-07-15 00:00:00-0500,"192,03","125,11"
2022-07-16 00:00:00-0500,"102,60","129,70"
2022-07-17 00:00:00-0500,"107,43","139,54"
2022-07-18 00:00:00-0500,"128,71","141,81"
2022-07-19 00:00:00-0500,"151,08","147,15"
2022-07-20 00:00:00-0500,"149,56","142,40"
2022-07-21 00:00:00-0500,"117,51","135,56"
2022-07-22 00:00:00-0500,"125,48","126,05"
2022-07-23 00:00:00-0500,"109,92","127,10"
2022-07-24 00:00:00-0500,"89,26","124,50"
2022-07-25 00:00:00-0500,"109,56","121,77"
2022-07-26 00:00:00-0500,"160,86","123,16"
2022-07-27 00:00:00-0500,"145,54","122,59"
2022-07-28 00:00:00-0500,"106,68","121,04"
2022-07-29 00:00:00-0500,"68,25","112,87"
2022-07-30 00:00:00-0500,"119,98","114,31"
2022-07-31 00:00:00-0500,"125,18","119,44"
2022-08-01 00:00:00-0500,"130,93","122,49"
2022-08-02 00:00:00-0500,"204,48","128,72"
2022-08-03 00:00:00-0500,"210,23","137,96"
2022-08-04 00:00:00-0500,"212,05","153,02"
2022-08-05 00:00:00-0500,"163,93","166,68"
2022-08-06 00:00:00-0500,"138,23","169,29"
2022-08-07 00:00:00-0500,"111,04","167,27"
2022-08-08 00:00:00-0500,"149,10","169,87"
2022-08-09 00:00:00-0500,"212,57","171,02"
2022-08-10 00:00:00-0500,"80,65","152,51"
2022-08-11 00:00:00-0500,"130,27","140,83"
2022-08-12 00:00:00-0500,"182,54","143,49"
2022-08-13 00:00:00-0500,"112,02","139,74"
2022-08-14 00:00:00-0500,"120,09","141,03"
2022-08-15 00:00:00-0500,"110,42","135,51"
2022-08-16 00:00:00-0500,"96,54","118,93"
2022-08-17 00:00:00-0500,"156,09","129,71"
2022-08-18 00:00:00-0500,"100,74","125,49"
2022-08-19 00:00:00-0500,"117,68","116,23"
2022-08-20 00:00:00-0500,"81,54","111,87"
2022-08-21 00:00:00-0500,"122,69","112,24"
2022-08-22 00:00:00-0500,"101,73","111,00"
2022-08-23 00:00:00-0500,"145,34","117,97"
2022-08-24 00:00:00-0500,"102,45","110,31"
2022-08-25 00:00:00-0500,"149,12","117,22"
2022-08-26 00:00:00-0500,"108,25","115,87"
2022-08-27 00:00:00-0500,"81,79","115,91"
2022-08-28 00:00:00-0500,"103,81","113,21"
2022-08-29 00:00:00-0500,"120,46","115,89"
2022-08-30 00:00:00-0500,"115,27","111,59"
2022-08-31 00:00:00-0500,"97,75","110,92"
2022-09-01 00:00:00-0500,"187,71","116,44"
2022-09-02 00:00:00-0500,"84,13","112,99"
2022-09-03 00:00:00-0500,"117,78","118,13"
2022-09-04 00:00:00-0500,"65,92","112,72"
2022-09-05 00:00:00-0500,"83,96","107,50"
2022-09-06 00:00:00-0500,"119,16","108,06"
2022-09-07 00:00:00-0500,"124,29","111,85"
2022-09-08 00:00:00-0500,"99,43","99,24"
2022-09-09 00:00:00-0500,"94,33","100,69"
2022-09-10 00:00:00-0500,"81,92","95,57"
2022-09-11 00:00:00-0500,"66,75","95,69"
2022-09-12 00:00:00-0500,"111,96","99,69"
2022-09-13 00:00:00-0500,"132,26","101,56"
2022-09-14 00:00:00-0500,"202,93","112,80"
2022-09-15 00:00:00-0500,"95,61","112,25"
2022-09-16 00:00:00-0500,"127,41","116,98"
2022-09-17 00:00:00-0500,"119,16","122,30"
2022-09-18 00:00:00-0500,"71,24","122,94"
2022-09-19 00:00:00-0500,"122,18","124,40"
2022-09-20 00:00:00-0500,"109,77","121,19"
2022-09-21 00:00:00-0500,"189,75","119,30"
2022-09-22 00:00:00-0500,"225,86","137,91"
2022-09-23 00:00:00-0500,"187,80","146,54"
2022-09-24 00:00:00-0500,"108,02","144,95"
2022-09-25 00:00:00-0500,"71,05","144,92"
2022-09-26 00:00:00-0500,"163,02","150,75"
2022-09-27 00:00:00-0500,"155,89","157,34"
2022-09-28 00:00:00-0500,"202,59","159,17"
2022-09-29 00:00:00-0500,"156,94","149,33"
2022-09-30 00:00:00-0500,"162,74","145,75"
2022-10-01 00:00:00-0500,"154,97","152,46"
2022-10-02 00:00:00-0500,"120,60","159,54"
2022-10-03 00:00:00-0500,"123,90","153,95"
2022-10-04 00:00:00-0500,"164,21","155,14"
2022-10-05 00:00:00-0500,"171,15","150,65"
2022-10-06 00:00:00-0500,"202,70","157,18"
2022-10-07 00:00:00-0500,"144,24","154,54"
2022-10-08 00:00:00-0500,"132,69","151,36"
2022-10-09 00:00:00-0500,"97,95","148,12"
2022-10-10 00:00:00-0500,"193,34","158,04"
2022-10-11 00:00:00-0500,"228,25","167,19"
2022-10-12 00:00:00-0500,"181,95","168,73"
2022-10-13 00:00:00-0500,"133,84","158,90"
2022-10-14 00:00:00-0500,"147,23","159,32"
2022-10-15 00:00:00-0500,"92,42","153,57"
2022-10-16 00:00:00-0500,"64,23","148,75"
2022-10-17 00:00:00-0500,"171,67","145,66"
2022-10-18 00:00:00-0500,"128,98","131,47"
2022-10-19 00:00:00-0500,"160,19","128,37"
2022-10-20 00:00:00-0500,"159,92","132,09"
2022-10-21 00:00:00-0500,"174,35","135,97"
2022-10-22 00:00:00-0500,"108,38","138,25"
2022-10-23 00:00:00-0500,"52,30","136,54"
2022-10-24 00:00:00-0500,"93,58","125,39"
2022-10-25 00:00:00-0500,"139,72","126,92"
2022-10-26 00:00:00-0500,"133,39","123,09"
2022-10-27 00:00:00-0500,"180,49","126,03"
2022-10-28 00:00:00-0500,"203,69","130,22"
2022-10-29 00:00:00-0500,"81,26","126,35"
2022-10-30 00:00:00-0500,"51,76","126,27"
2022-10-31 00:00:00-0500,"113,79","129,16"
2022-11-01 00:00:00-0500,"136,88","128,75"
2022-11-02 00:00:00-0500,"150,82","131,24"
2022-11-03 00:00:00-0500,"186,55","132,11"
2022-11-04 00:00:00-0500,"115,89","119,56"
2022-11-05 00:00:00-0500,"95,82","121,64"
2022-11-06 00:00:00-0500,"101,15","128,70"
2022-11-07 00:00:00-0500,"139,72","132,40"
2022-11-08 00:00:00-0500,"225,74","145,10"
2022-11-09 00:00:00-0500,"137,41","143,18"
2022-11-10 00:00:00-0500,"98,15","130,55"
2022-11-11 00:00:00-0500,"111,09","129,87"
2022-11-12 00:00:00-0500,"47,66","122,99"
2022-11-13 00:00:00-0500,"46,01","115,11"
2022-11-14 00:00:00-0500,"188,93","122,14"
2022-11-15 00:00:00-0500,"196,51","117,97"
2022-11-16 00:00:00-0500,"170,58","122,70"
2022-11-17 00:00:00-0500,"153,21","130,57"
2022-11-18 00:00:00-0500,"77,71","125,80"
2022-11-19 00:00:00-0500,"81,97","130,70"
2022-11-20 00:00:00-0500,"60,39","132,76"
2022-11-21 00:00:00-0500,"107,63","121,14"
2022-11-22 00:00:00-0500,"105,25","108,11"
2022-11-23 00:00:00-0500,"105,60","98,82"
2022-11-24 00:00:00-0500,"46,47","83,57"
2022-11-25 00:00:00-0500,"80,51","83,97"
2022-11-26 00:00:00-0500,"94,33","85,74"
2022-11-27 00:00:00-0500,"85,42","89,32"
2022-11-28 00:00:00-0500,"88,00","86,51"
2022-11-29 00:00:00-0500,"100,55","85,84"
2022-11-30 00:00:00-0500,"81,59","82,41"
2022-12-01 00:00:00-0500,"65,95","85,19"
2022-12-02 00:00:00-0500,"109,10","89,28"
2022-12-03 00:00:00-0500,"106,41","91,00"
2022-12-04 00:00:00-0500,"51,62","86,17"
2022-12-05 00:00:00-0500,"98,97","87,74"
2022-12-06 00:00:00-0500,"139,10","93,25"
2022-12-07 00:00:00-0500,"127,41","99,79"
2022-12-08 00:00:00-0500,"140,96","110,51"
2022-12-09 00:00:00-0500,"117,31","111,68"
2022-12-10 00:00:00-0500,"46,73","103,16"
2022-12-11 00:00:00-0500,"18,45","98,42"
2022-12-12 00:00:00-0500,"158,37","106,90"
2022-12-13 00:00:00-0500,"152,63","108,84"
2022-12-14 00:00:00-0500,"133,39","109,69"
2022-12-15 00:00:00-0500,"73,61","100,07"
2022-12-16 00:00:00-0500,"98,80","97,43"
2022-12-17 00:00:00-0500,"74,72","101,42"
2022-12-18 00:00:00-0500,"49,74","105,89"
2022-12-19 00:00:00-0500,"171,46","107,76"
2022-12-20 00:00:00-0500,"132,74","104,92"
2022-12-21 00:00:00-0500,"169,54","110,09"
2022-12-22 00:00:00-0500,"159,00","122,29"
2022-12-23 00:00:00-0500,"114,93","124,59"
2022-12-24 00:00:00-0500,"80,79","125,46"
2022-12-25 00:00:00-0500,"74,16","128,95"
2022-12-26 00:00:00-0500,"64,70","113,70"
2022-12-27 00:00:00-0500,"146,82","115,71"
2022-12-28 00:00:00-0500,"151,89","113,18"
2022-12-29 00:00:00-0500,"116,49","107,11"
2022-12-30 00:00:00-0500,"150,23","112,15"
2022-12-31 00:00:00-0500,"74,58","111,27"
2023-01-01 00:00:00-0500,"34,63","105,62"
2023-01-02 00:00:00-0500,"117,05","113,10"
2023-01-03 00:00:00-0500,"198,45","120,47"
2023-01-04 00:00:00-0500,"94,29","112,24"
2023-01-05 00:00:00-0500,"100,74","109,99"
2023-01-06 00:00:00-0500,"88,73","101,21"
2023-01-07 00:00:00-0500,"88,86","103,25"
2023-01-08 00:00:00-0500,"29,23","102,48"
2023-01-09 00:00:00-0500,"86,13","98,06"
2023-01-10 00:00:00-0500,"114,62","86,08"
2023-01-11 00:00:00-0500,"129,44","91,11"
2023-01-12 00:00:00-0500,"114,45","93,07"
2023-01-13 00:00:00-0500,"103,70","95,20"
2023-01-14 00:00:00-0500,"95,40","96,14"
2023-01-15 00:00:00-0500,"42,61","98,05"
2023-01-16 00:00:00-0500,"107,10","101,05"
2023-01-17 00:00:00-0500,"127,41","102,87"
2023-01-18 00:00:00-0500,"76,78","95,35"
2023-01-19 00:00:00-0500,"115,06","95,44"
2023-01-20 00:00:00-0500,"152,37","102,39"
2023-01-21 00:00:00-0500,"126,19","106,79"
2023-01-22 00:00:00-0500,"41,54","106,64"
2023-01-23 00:00:00-0500,"87,71","103,86"
2023-01-24 00:00:00-0500,"89,98","98,52"
2023-01-25 00:00:00-0500,"110,61","103,35"
2023-01-26 00:00:00-0500,"71,49","97,13"
2023-01-27 00:00:00-0500,"120,77","92,61"
2023-01-28 00:00:00-0500,"82,94","86,43"
2023-01-29 00:00:00-0500,"55,21","88,39"
2023-01-30 00:00:00-0500,"155,17","98,03"
2023-01-31 00:00:00-0500,"148,32","106,36"
2023-02-01 00:00:00-0500,"108,70","106,09"
2023-02-02 00:00:00-0500,"130,60","114,53"
2023-02-03 00:00:00-0500,"116,33","113,90"
2023-02-04 00:00:00-0500,"119,19","119,08"
2023-02-05 00:00:00-0500,"83,86","123,17"
2023-02-06 00:00:00-0500,"112,53","117,08"
2023-02-07 00:00:00-0500,"138,02","115,61"
2023-02-08 00:00:00-0500,"134,98","119,36"
2023-02-09 00:00:00-0500,"169,59","124,93"
2023-02-10 00:00:00-0500,"147,88","129,44"
2023-02-11 00:00:00-0500,"98,81","126,52"
2023-02-12 00:00:00-0500,"75,78","125,37"
2023-02-13 00:00:00-0500,"110,42","125,07"
2023-02-14 00:00:00-0500,"82,67","117,16"
2023-02-15 00:00:00-0500,"119,27","114,92"
2023-02-16 00:00:00-0500,"134,75","109,94"
2023-02-17 00:00:00-0500,"106,10","103,97"
2023-02-18 00:00:00-0500,"86,77","102,25"
2023-02-19 00:00:00-0500,"115,22","107,88"
2023-02-20 00:00:00-0500,"146,03","112,97"
2023-02-21 00:00:00-0500,"174,98","126,16"
2023-02-22 00:00:00-0500,"150,31","130,59"
2023-02-23 00:00:00-0500,"127,87","129,61"
2023-02-24 00:00:00-0500,"110,97","130,31"
2023-02-25 00:00:00-0500,"84,05","129,92"
2023-02-26 00:00:00-0500,"67,60","123,12"
2023-02-27 00:00:00-0500,"125,63","120,20"
